"Date","Price","Open","High","Low","Change %"
"06/07/2023","10.599","10.599","10.599","10.599","0.00%"
"06/06/2023","10.599","10.599","10.599","10.599","-0.01%"
"06/05/2023","10.600","10.600","10.600","10.600","-1.74%"
"06/04/2023","10.788","10.788","10.788","10.788","0.00%"
"06/02/2023","10.788","10.788","10.788","10.788","-0.66%"
"06/01/2023","10.860","10.860","10.860","10.860","0.56%"
"05/31/2023","10.800","10.800","10.800","10.800","0.07%"
"05/30/2023","10.792","10.792","10.792","10.792","0.09%"
"05/29/2023","10.782","10.782","10.782","10.782","-1.89%"
"05/27/2023","10.990","10.990","10.990","10.990","0.00%"
"05/26/2023","10.990","10.990","10.990","10.990","-0.72%"
"05/25/2023","11.070","11.070","11.070","11.070","1.23%"
"05/24/2023","10.936","10.936","10.936","10.936","0.15%"
"05/23/2023","10.920","10.920","10.920","10.920","0.27%"
"05/20/2023","10.891","10.891","10.891","10.891","0.00%"
"05/19/2023","10.891","10.891","10.891","10.891","0.85%"
"05/18/2023","10.799","10.799","10.799","10.799","1.00%"
"05/17/2023","10.692","10.692","10.692","10.692","1.06%"
"05/16/2023","10.580","10.580","10.580","10.580","-0.69%"
"05/15/2023","10.653","10.653","10.653","10.653","-0.81%"
"05/13/2023","10.740","10.740","10.740","10.740","0.00%"
"05/12/2023","10.740","10.740","10.740","10.740","-0.56%"
"05/11/2023","10.800","10.800","10.800","10.800","-1.82%"
"05/10/2023","11.000","11.000","11.000","11.000","0.36%"
"05/09/2023","10.960","10.960","10.960","10.960","0.16%"
"05/08/2023","10.943","10.943","10.943","10.943","-0.05%"
"05/06/2023","10.949","10.949","10.949","10.949","0.00%"
"05/05/2023","10.949","10.949","10.949","10.949","-2.02%"
"05/04/2023","11.175","11.175","11.175","11.175","-1.24%"
"05/03/2023","11.315","11.315","11.315","11.315","-2.03%"
"05/02/2023","11.550","11.550","11.550","11.550","1.32%"
"04/29/2023","11.400","11.400","11.400","11.400","0.00%"
"04/28/2023","11.400","11.400","11.400","11.400","0.26%"
"04/27/2023","11.370","11.370","11.370","11.370","4.07%"
"04/26/2023","10.925","10.925","10.925","10.925","0.59%"
"04/25/2023","10.861","10.861","10.861","10.861","-0.84%"
"04/24/2023","10.953","10.953","10.953","10.953","-0.99%"
"04/22/2023","11.062","11.062","11.062","11.062","0.00%"
"04/21/2023","11.062","11.062","11.062","11.062","-0.34%"
"04/20/2023","11.100","11.100","11.100","11.100","-0.18%"
"04/19/2023","11.120","11.120","11.120","11.120","0.10%"
"04/18/2023","11.109","11.109","11.109","11.109","0.08%"
"04/17/2023","11.100","11.100","11.100","11.100","0.46%"
"04/15/2023","11.049","11.049","11.049","11.049","0.00%"
"04/14/2023","11.049","11.049","11.049","11.049","-0.05%"
"04/13/2023","11.055","11.055","11.055","11.055","-0.41%"
"04/12/2023","11.100","11.100","11.100","11.100","-1.42%"
"04/11/2023","11.260","11.260","11.260","11.260","-0.40%"
"04/10/2023","11.305","11.305","11.305","11.305","1.85%"
"04/05/2023","11.100","11.100","11.100","11.100","1.44%"
"04/04/2023","10.942","10.942","10.942","10.942","-0.53%"
"04/03/2023","11.000","11.000","11.000","11.000","-2.48%"
"04/01/2023","11.280","11.280","11.280","11.280","0.00%"
"03/31/2023","11.280","11.280","11.280","11.280","-1.14%"
"03/30/2023","11.410","11.410","11.410","11.410","0.00%"
"03/29/2023","11.410","11.410","11.410","11.410","-0.64%"
"03/28/2023","11.484","11.484","11.484","11.484","0.30%"
"03/27/2023","11.450","11.450","11.450","11.450","0.87%"
"03/25/2023","11.351","11.351","11.351","11.351","0.00%"
"03/24/2023","11.351","11.351","11.351","11.351","-0.08%"
"03/23/2023","11.360","11.360","11.360","11.360","-2.07%"
"03/22/2023","11.600","11.600","11.600","11.600","-1.31%"
"03/21/2023","11.754","11.754","11.754","11.754","-0.03%"
"03/19/2023","11.758","11.758","11.758","11.758","0.00%"
"03/18/2023","11.758","11.758","11.758","11.758","0.00%"
"03/17/2023","11.758","11.758","11.758","11.758","-1.48%"
"03/16/2023","11.935","11.935","11.935","11.935","-0.60%"
"03/15/2023","12.007","12.007","12.007","12.007","-0.77%"
"03/14/2023","12.100","12.100","12.100","12.100","-0.08%"
"03/13/2023","12.110","12.110","12.110","12.110","0.92%"
"03/11/2023","12.000","12.000","12.000","12.000","0.00%"
"03/10/2023","12.000","12.000","12.000","12.000","-1.68%"
"03/09/2023","12.205","12.205","12.205","12.205","-1.96%"
"03/08/2023","12.449","12.449","12.449","12.449","1.54%"
"03/07/2023","12.260","12.260","12.260","12.260","0.34%"
"03/06/2023","12.219","12.219","12.219","12.219","-1.06%"
"03/04/2023","12.350","12.350","12.350","12.350","0.00%"
"03/03/2023","12.350","12.350","12.350","12.350","-2.99%"
"03/02/2023","12.730","12.730","12.730","12.730","0.35%"
"03/01/2023","12.685","12.685","12.685","12.685","-0.59%"
"02/28/2023","12.760","12.760","12.760","12.760","1.11%"
"02/27/2023","12.620","12.620","12.620","12.620","-1.10%"
"02/25/2023","12.760","12.760","12.760","12.760","0.00%"
"02/24/2023","12.760","12.760","12.760","12.760","1.20%"
"02/23/2023","12.609","12.609","12.609","12.609","-1.11%"
"02/22/2023","12.750","12.750","12.750","12.750","-2.37%"
"02/21/2023","13.059","13.059","13.059","13.059","1.35%"
"02/20/2023","12.885","12.885","12.885","12.885","0.66%"
"02/19/2023","12.800","12.800","12.800","12.800","0.00%"
"02/18/2023","12.800","12.800","12.800","12.800","0.00%"
"02/17/2023","12.800","12.800","12.800","12.800","4.07%"
"02/16/2023","12.299","12.299","12.299","12.299","3.09%"
"02/14/2023","11.930","11.930","11.930","11.930","0.25%"
"02/13/2023","11.900","11.900","11.900","11.900","0.00%"
"02/11/2023","11.900","11.900","11.900","11.900","0.00%"
"02/10/2023","11.900","11.900","11.900","11.900","1.71%"
"02/09/2023","11.700","11.700","11.700","11.700","-0.85%"
"02/08/2023","11.800","11.800","11.800","11.800","1.81%"
"02/07/2023","11.590","11.590","11.590","11.590","-0.15%"
"02/06/2023","11.607","11.607","11.607","11.607","-1.29%"
"02/05/2023","11.759","11.759","11.759","11.759","0.00%"
"02/04/2023","11.759","11.759","11.759","11.759","0.00%"
"02/03/2023","11.759","11.759","11.759","11.759","0.61%"
"02/02/2023","11.688","11.688","11.688","11.688","-0.96%"
"02/01/2023","11.801","11.801","11.801","11.801","-1.49%"
"01/31/2023","11.979","11.979","11.979","11.979","-0.17%"
"01/30/2023","12.000","12.000","12.000","12.000","0.00%"
"01/27/2023","12.000","12.000","12.000","12.000","0.84%"
"01/26/2023","11.900","11.900","11.900","11.900","-0.75%"
"01/25/2023","11.990","11.990","11.990","11.990","-0.08%"
"01/24/2023","12.000","12.000","12.000","12.000","-2.84%"
"01/23/2023","12.351","12.351","12.351","12.351","1.82%"
"01/20/2023","12.130","12.130","12.130","12.130","-0.33%"
"01/19/2023","12.170","12.170","12.170","12.170","0.05%"
"01/18/2023","12.164","12.164","12.164","12.164","0.53%"
"01/17/2023","12.100","12.100","12.100","12.100","2.54%"
"01/16/2023","11.800","11.800","11.800","11.800","-1.09%"
"01/15/2023","11.930","11.930","11.930","11.930","0.00%"
"01/14/2023","11.930","11.930","11.930","11.930","0.00%"
"01/13/2023","11.930","11.930","11.930","11.930","-1.24%"
"01/12/2023","12.080","12.080","12.080","12.080","-4.35%"
"01/11/2023","12.630","12.630","12.630","12.630","-1.49%"
"01/10/2023","12.821","12.821","12.821","12.821","-0.96%"
"01/06/2023","12.945","12.945","12.945","12.945","-1.89%"
"01/05/2023","13.195","13.195","13.195","13.195","1.50%"
"01/04/2023","13.000","13.000","13.000","13.000","0.00%"
"01/03/2023","13.000","13.000","13.000","13.000","0.78%"
"01/02/2023","12.899","12.899","12.899","12.899","1.17%"
"12/29/2022","12.750","12.750","12.750","12.750","-0.20%"
"12/28/2022","12.775","12.775","12.775","12.775","-0.20%"
"12/27/2022","12.800","12.800","12.800","12.800","0.53%"
"12/26/2022","12.733","12.733","12.733","12.733","0.82%"
"12/23/2022","12.629","12.629","12.629","12.629","-0.52%"
"12/22/2022","12.695","12.695","12.695","12.695","-0.67%"
"12/21/2022","12.781","12.781","12.781","12.781","0.50%"
"12/20/2022","12.718","12.718","12.718","12.718","-1.27%"
"12/19/2022","12.881","12.881","12.881","12.881","0.94%"
"12/16/2022","12.761","12.761","12.761","12.761","-0.79%"
"12/15/2022","12.862","12.862","12.862","12.862","-0.32%"
"12/14/2022","12.903","12.903","12.903","12.903","-0.04%"
"12/13/2022","12.908","12.908","12.908","12.908","-0.94%"
"12/12/2022","13.030","13.030","13.030","13.030","1.41%"
"12/09/2022","12.849","12.849","12.849","12.849","3.20%"
"12/07/2022","12.450","12.450","12.450","12.450","0.20%"
"12/06/2022","12.425","12.425","12.425","12.425","1.02%"
"12/05/2022","12.299","12.299","12.299","12.299","1.64%"
"12/02/2022","12.100","12.100","12.100","12.100","-1.19%"
"12/01/2022","12.246","12.246","12.246","12.246","-4.70%"
"11/30/2022","12.850","12.850","12.850","12.850","0.34%"
"11/29/2022","12.806","12.806","12.806","12.806","-1.91%"
"11/28/2022","13.055","13.055","13.055","13.055","-0.71%"
"11/26/2022","13.149","13.149","13.149","13.149","0.00%"
"11/25/2022","13.149","13.149","13.149","13.149","1.47%"
"11/24/2022","12.958","12.958","12.958","12.958","0.68%"
"11/23/2022","12.870","12.870","12.870","12.870","-0.62%"
"11/22/2022","12.950","12.950","12.950","12.950","-2.14%"
"11/21/2022","13.233","13.233","13.233","13.233","-0.35%"
"11/18/2022","13.280","13.280","13.280","13.280","-0.90%"
"11/17/2022","13.400","13.400","13.400","13.400","2.80%"
"11/16/2022","13.035","13.035","13.035","13.035","0.12%"
"11/15/2022","13.020","13.020","13.020","13.020","-2.18%"
"11/11/2022","13.310","13.310","13.310","13.310","0.15%"
"11/10/2022","13.290","13.290","13.290","13.290","-4.04%"
"11/09/2022","13.850","13.850","13.850","13.850","-1.77%"
"11/08/2022","14.100","14.100","14.100","14.100","-1.39%"
"11/04/2022","14.299","14.299","14.299","14.299","-0.01%"
"11/03/2022","14.300","14.300","14.300","14.300","2.00%"
"11/02/2022","14.020","14.020","14.020","14.020","1.90%"
"11/01/2022","13.758","13.758","13.758","13.758","0.78%"
"10/31/2022","13.651","13.651","13.651","13.651","0.01%"
"10/30/2022","13.649","13.649","13.649","13.649","0.00%"
"10/29/2022","13.649","13.649","13.649","13.649","0.00%"
"10/28/2022","13.649","13.649","13.649","13.649","0.12%"
"10/27/2022","13.633","13.633","13.633","13.633","0.40%"
"10/26/2022","13.579","13.579","13.579","13.579","-2.87%"
"10/25/2022","13.980","13.980","13.980","13.980","-4.23%"
"10/24/2022","14.597","14.597","14.597","14.597","-0.90%"
"10/21/2022","14.730","14.730","14.730","14.730","-2.00%"
"10/20/2022","15.030","15.030","15.030","15.030","5.09%"
"10/19/2022","14.302","14.302","14.302","14.302","2.52%"
"10/18/2022","13.950","13.950","13.950","13.950","-1.67%"
"10/14/2022","14.187","14.187","14.187","14.187","5.87%"
"10/13/2022","13.400","13.400","13.400","13.400","1.06%"
"10/12/2022","13.260","13.260","13.260","13.260","1.45%"
"10/11/2022","13.070","13.070","13.070","13.070","-0.31%"
"10/10/2022","13.110","13.110","13.110","13.110","1.83%"
"10/07/2022","12.875","12.875","12.875","12.875","-0.27%"
"10/06/2022","12.910","12.910","12.910","12.910","2.79%"
"10/05/2022","12.560","12.560","12.560","12.560","1.45%"
"10/04/2022","12.380","12.380","12.380","12.380","-0.16%"
"10/03/2022","12.400","12.400","12.400","12.400","-1.39%"
"10/02/2022","12.575","12.575","12.575","12.575","0.00%"
"10/01/2022","12.575","12.575","12.575","12.575","0.00%"
"09/30/2022","12.575","12.575","12.575","12.575","0.34%"
"09/29/2022","12.532","12.532","12.532","12.532","0.26%"
"09/28/2022","12.500","12.500","12.500","12.500","-0.29%"
