"Date","Price","Open","High","Low","Change %"
"03/31/2023","5.250","5.250","5.250","5.250","-0.38%"
"03/30/2023","5.270","5.270","5.270","5.270","0.00%"
"03/29/2023","5.270","5.270","5.270","5.270","0.57%"
"03/28/2023","5.240","5.240","5.240","5.240","0.96%"
"03/27/2023","5.190","5.190","5.190","5.190","0.97%"
"03/24/2023","5.140","5.140","5.140","5.140","-1.72%"
"03/23/2023","5.230","5.230","5.230","5.230","-0.76%"
"03/22/2023","5.270","5.270","5.270","5.270","-0.19%"
"03/21/2023","5.280","5.280","5.280","5.280","0.00%"
"03/20/2023","5.280","5.280","5.280","5.280","-1.12%"
"03/17/2023","5.340","5.340","5.340","5.340","-0.74%"
"03/16/2023","5.380","5.380","5.380","5.380","-0.55%"
"03/15/2023","5.410","5.410","5.410","5.410","-1.99%"
"03/14/2023","5.520","5.520","5.520","5.520","0.18%"
"03/13/2023","5.510","5.510","5.510","5.510","-3.67%"
"03/10/2023","5.720","5.720","5.720","5.720","-2.56%"
"03/09/2023","5.870","5.870","5.870","5.870","0.00%"
"03/08/2023","5.870","5.870","5.870","5.870","-1.34%"
"03/07/2023","5.950","5.950","5.950","5.950","-0.34%"
"03/06/2023","5.970","5.970","5.970","5.970","0.00%"
"03/03/2023","5.970","5.970","5.970","5.970","-0.33%"
"03/02/2023","5.990","5.990","5.990","5.990","1.53%"
"03/01/2023","5.900","5.900","5.900","5.900","1.03%"
"02/28/2023","5.840","5.840","5.840","5.840","0.17%"
"02/27/2023","5.830","5.830","5.830","5.830","-0.17%"
"02/24/2023","5.840","5.840","5.840","5.840","-0.34%"
"02/23/2023","5.860","5.860","5.860","5.860","0.51%"
"02/22/2023","5.830","5.830","5.830","5.830","0.52%"
"02/21/2023","5.800","5.800","5.800","5.800","0.69%"
"02/20/2023","5.760","5.760","5.760","5.760","-0.69%"
"02/17/2023","5.800","5.800","5.800","5.800","0.00%"
"02/16/2023","5.800","5.800","5.800","5.800","0.87%"
"02/15/2023","5.750","5.750","5.750","5.750","0.35%"
"02/14/2023","5.730","5.730","5.730","5.730","-0.35%"
"02/13/2023","5.750","5.750","5.750","5.750","0.17%"
"02/10/2023","5.740","5.740","5.740","5.740","1.06%"
"02/09/2023","5.680","5.680","5.680","5.680","0.35%"
"02/08/2023","5.660","5.660","5.660","5.660","0.89%"
"02/07/2023","5.610","5.610","5.610","5.610","0.36%"
"02/06/2023","5.590","5.590","5.590","5.590","1.27%"
"02/03/2023","5.520","5.520","5.520","5.520","0.73%"
"02/02/2023","5.480","5.480","5.480","5.480","-1.08%"
"02/01/2023","5.540","5.540","5.540","5.540","0.36%"
"01/31/2023","5.520","5.520","5.520","5.520","1.85%"
"01/30/2023","5.420","5.420","5.420","5.420","0.18%"
