Date,Close,Open,High,Low,Change%
2023-08-28,5.74,5.74,5.74,5.74,0.53%
2023-08-25,5.71,5.71,5.71,5.71,-0.17%
2023-08-24,5.72,5.72,5.72,5.72,-0.52%
2023-08-23,5.75,5.75,5.75,5.75,-0.86%
2023-08-22,5.8,5.8,5.8,5.8,1.05%
2023-08-21,5.74,5.74,5.74,5.74,0.70%
2023-08-18,5.7,5.7,5.7,5.7,0.88%
2023-08-17,5.65,5.65,5.65,5.65,1.25%
2023-08-16,5.58,5.58,5.58,5.58,0.36%
2023-08-14,5.56,5.56,5.56,5.56,0.54%
2023-08-11,5.53,5.53,5.53,5.53,1.28%
2023-08-10,5.46,5.46,5.46,5.46,-0.18%
2023-08-09,5.47,5.47,5.47,5.47,0.55%
2023-08-08,5.44,5.44,5.44,5.44,0.18%
2023-08-04,5.43,5.43,5.43,5.43,0.00%
2023-08-03,5.43,5.43,5.43,5.43,0.56%
2023-08-02,5.4,5.4,5.4,5.4,1.31%
2023-08-01,5.33,5.33,5.33,5.33,0.38%
2023-07-31,5.31,5.31,5.31,5.31,-1.48%
2023-07-28,5.39,5.39,5.39,5.39,-0.37%
2023-07-27,5.41,5.41,5.41,5.41,0.37%
2023-07-26,5.39,5.39,5.39,5.39,0.19%
2023-07-25,5.38,5.38,5.38,5.38,0.00%
2023-07-24,5.38,5.38,5.38,5.38,0.19%
2023-07-21,5.37,5.37,5.37,5.37,0.75%
2023-07-20,5.33,5.33,5.33,5.33,0.38%
2023-07-19,5.31,5.31,5.31,5.31,0.57%
2023-07-18,5.28,5.28,5.28,5.28,-0.38%
2023-07-17,5.3,5.3,5.3,5.3,0.38%
2023-07-14,5.28,5.28,5.28,5.28,0.00%
2023-07-13,5.28,5.28,5.28,5.28,-0.38%
2023-07-12,5.3,5.3,5.3,5.3,-0.19%
2023-07-11,5.31,5.31,5.31,5.31,-0.19%
2023-07-10,5.32,5.32,5.32,5.32,0.00%
2023-07-07,5.32,5.32,5.32,5.32,-0.75%
2023-07-06,5.36,5.36,5.36,5.36,0.94%
2023-07-05,5.31,5.31,5.31,5.31,0.38%
2023-07-04,5.29,5.29,5.29,5.29,0.19%
2023-07-03,5.28,5.28,5.28,5.28,-0.19%
2023-06-30,5.29,5.29,5.29,5.29,0.19%
2023-06-29,5.28,5.28,5.28,5.28,0.76%
2023-06-28,5.24,5.24,5.24,5.24,0.38%
2023-06-27,5.22,5.22,5.22,5.22,-0.19%
2023-06-23,5.23,5.23,5.23,5.23,0.19%
2023-06-22,5.22,5.22,5.22,5.22,0.00%
2023-06-20,5.22,5.22,5.22,5.22,-0.95%
2023-06-19,5.27,5.27,5.27,5.27,0.57%
2023-06-15,5.24,5.24,5.24,5.24,-0.57%
2023-06-14,5.27,5.27,5.27,5.27,-0.19%
2023-06-13,5.28,5.28,5.28,5.28,-0.19%
2023-06-12,5.29,5.32,5.32,5.29,-0.56%
2023-06-09,5.32,5.32,5.32,5.32,-0.37%
2023-06-08,5.34,5.34,5.34,5.34,-0.74%
2023-06-07,5.38,5.38,5.38,5.38,0.00%
2023-06-06,5.38,5.38,5.38,5.38,0.00%
2023-06-05,5.38,5.38,5.38,5.38,-0.92%
2023-06-02,5.43,5.43,5.43,5.43,-0.55%
2023-06-01,5.46,5.46,5.46,5.46,-0.91%
2023-05-31,5.51,5.51,5.51,5.51,-1.25%
2023-05-30,5.58,5.58,5.58,5.58,-0.18%
2023-05-29,5.59,5.59,5.59,5.59,0.18%
2023-05-26,5.58,5.58,5.58,5.58,0.00%
2023-05-25,5.58,5.58,5.58,5.58,0.36%
2023-05-24,5.56,5.56,5.56,5.56,-0.54%
2023-05-23,5.59,5.59,5.59,5.59,0.36%
2023-05-22,5.57,5.57,5.57,5.57,-0.18%
2023-05-19,5.58,5.58,5.58,5.58,-0.18%
2023-05-18,5.59,5.59,5.59,5.59,0.72%
2023-05-17,5.55,5.55,5.55,5.55,0.18%
2023-05-16,5.54,5.54,5.54,5.54,0.36%
2023-05-15,5.52,5.52,5.52,5.52,0.73%
2023-05-12,5.48,5.48,5.48,5.48,0.37%
2023-05-11,5.46,5.46,5.46,5.46,-0.55%
2023-05-09,5.49,5.49,5.49,5.49,0.73%
2023-05-08,5.45,5.45,5.45,5.45,0.00%
2023-05-05,5.45,5.45,5.45,5.45,-0.37%
2023-05-03,5.47,5.47,5.47,5.47,0.18%
2023-05-02,5.46,5.46,5.46,5.46,-0.73%
2023-04-28,5.5,5.5,5.5,5.5,-0.36%
2023-04-27,5.52,5.52,5.52,5.52,0.91%
2023-04-26,5.47,5.47,5.47,5.47,0.00%
2023-04-25,5.47,5.47,5.47,5.47,-1.44%
2023-04-24,5.55,5.55,5.55,5.55,0.18%
2023-04-21,5.54,5.54,5.54,5.54,0.18%
2023-04-20,5.53,5.53,5.53,5.53,-0.18%
2023-04-19,5.54,5.54,5.54,5.54,1.47%
2023-04-18,5.46,5.46,5.46,5.46,0.00%
2023-04-17,5.46,5.46,5.46,5.46,0.92%
2023-04-14,5.41,5.41,5.41,5.41,0.56%
2023-04-13,5.38,5.38,5.38,5.38,-1.10%
2023-04-12,5.44,5.44,5.44,5.44,0.74%
2023-04-11,5.4,5.4,5.4,5.4,1.12%
2023-04-10,5.34,5.34,5.34,5.34,0.75%
2023-04-06,5.3,5.3,5.3,5.3,0.38%
2023-04-05,5.28,5.28,5.28,5.28,0.76%
2023-04-04,5.24,5.24,5.24,5.24,0.38%
2023-04-03,5.22,5.22,5.22,5.22,-0.57%
2023-03-31,5.25,5.25,5.25,5.25,-0.38%
2023-03-30,5.27,5.27,5.27,5.27,0.00%
2023-03-29,5.27,5.27,5.27,5.27,0.57%
2023-03-28,5.24,5.24,5.24,5.24,0.96%
